FECHA,Transporte,Ruta,Repartidor,Destinatario mcía.,Entrega,Material,Denominación,Cantidad entrega,Un.medida venta,Destinatario mcía..1,Nombre 1,Nombre 2,Calle,CP,Población,ZonaTransp,ZonaTransp.1,caixes_per_palet,volum_palet_l,pes_palet_kg,palets_equiv
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963532,0AM5393,PROEZA CEBOLLA FRITA A.GIRASOL LATA 3KG,6,UN,9100610240,BAR TAVERNA D'PAS,BAR TAVERNA D'PAS,CALLE SANTIAGO RUSI#OL 1,8500,VIC,DD13100055,ESTADI,100.0,0.0,0.0,0.01
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963532,0LM1682,GC HIGIENICO JUMBO 2C COMPAC ECO 18U,1,CAJ,9100610240,BAR TAVERNA D'PAS,BAR TAVERNA D'PAS,CALLE SANTIAGO RUSI#OL 1,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963532,0LM1683,GC ECO SECAMANOS 2C 300X184MM 143M 6U,1,CAJ,9100610240,BAR TAVERNA D'PAS,BAR TAVERNA D'PAS,CALLE SANTIAGO RUSI#OL 1,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963532,0AM1616,ROMERO ESPAGUETIS HOSTELERIA 5KG,1,UN,9100610240,BAR TAVERNA D'PAS,BAR TAVERNA D'PAS,CALLE SANTIAGO RUSI#OL 1,8500,VIC,DD13100055,ESTADI,200.0,0.0,0.0,0.0008333333333333334
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963533,0LM2484,COMBO VASO+TAPA NAT 8OZ 250CC 50U,4,PAK,9100579824,"PULIT, S.A","PULIT, S.A",Carretera de Roda 61,8500,VIC,DD13100050,AFORES,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963533,0LT0034,"LETONA SEMI ESPEC HOSTELERIA PET 1,5L 6U",2,CAJ,9100579824,"PULIT, S.A","PULIT, S.A",Carretera de Roda 61,8500,VIC,DD13100050,AFORES,80.0,0.0,0.0,0.025
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,ED13,ESTRELLA DAMM 1/3 RET. PP,2,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,60.0,475.2,1020.0,0.03333333333333333
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,ED15LN,ESTRELLA DAMM 1/5 LN,1,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,70.0,360.0,860.4,0.014285714285714285
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,1,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,1,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,60.0,475.2,1020.0,0.016666666666666666
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,0AG0183,VICHY CATALAN GAS 30CL RET 24U,1,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,48.0,0.0,0.0,0.020833333333333332
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,1,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,0AG0006,FONT D.OR NATURAL 1/3 PET 35U,1,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,64.0,0.0,812.8,0.015625
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,0LT0032,CACAOLAT VIDRIO 20CL RET 30U,1,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,48.0,0.0,0.0,0.020833333333333332
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,3ENV0029,C.C. CACAOLAT 30 U.,1,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",2,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,80.0,0.0,0.0,0.025
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,0RF1697,/-COCA COLA IMPORT LATA33 24U,1,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,99.0,0.0,972.0,0.010101010101010102
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,0RF0489,SCHWEPPES TONICA 20CL SR 24U,1,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,84.0,475.2,1020.0,0.011904761904761904
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,0RF0109,/-BITTER KAS 200 SR 24U,1,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,84.0,0.0,470.4,0.011904761904761904
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,0AM0166,"KIKKOMAN SALSA SOJA 1,9L",1,UN,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,224.0,0.0,0.0,0.000744047619047619
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,0AM5383,PROEZA TOMATE FRITO EXTRA LATA 3KG,6,UN,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,300.0,0.0,0.0,0.0033333333333333335
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,0ZU0024,GRANINI PIÑA 20CL 24U,1,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,90.0,0.0,756.0,0.011111111111111112
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,0AM5392,PROEZA GARBANZOS EXTRA LATA 3KG,3,UN,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,ED13,ESTRELLA DAMM 1/3 RET. PP,1,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,60.0,475.2,1020.0,0.016666666666666666
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963534,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,CAJ,9100564797,CASINO DE VIC,CASINO DE VIC,CALLE JACINT VERDAGUER 5,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,3,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,63.0,756.0,812.7,0.047619047619047616
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",3,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,45.0,810.0,880.2,0.06666666666666667
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,0LT0103,YOSOY AVENA BARISTA 1L BRIK 6U,1,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,125.0,0.0,0.0,0.008
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",4,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,80.0,0.0,0.0,0.05
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,0CF0411,MOMENT TEA ROJO PU ERH 15U,1,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,0CF0128,MOMENT TEA VERDEJENGIBRE 15U,1,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,0RF0019,/-COCA COLA LATA 33CL 24U,3,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,108.0,0.0,972.0,0.027777777777777776
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,0CF0420,MOMENT TEA VERDE MO. HIERBA 15U,1,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,,,,0.1
